what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.5.0_09-b01",1403679873726
java.specification.name,sysinfo,,,"Java Platform API Specification",1403679873726
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1403679873726
java.specification.version,sysinfo,,,"1.5",1403679873726
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1403679873726
java.version,sysinfo,,,"1.5.0_09",1403679873726
java.vm.info,sysinfo,,,"mixed mode",1403679873726
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1403679873726
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1403679873726
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1403679873726
java.vm.specification.version,sysinfo,,,"1.0",1403679873726
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1403679873726
java.vm.version,sysinfo,,,"1.5.0_09-b01",1403679873726
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403679919342
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403679919397
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1403679919425
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1403679941328
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1403679941340
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403679941342
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1403679941371
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403679941424
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403679941725
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403679988594
started,bundle,org.eclipse.help.base,3.5.0.v201006080911,"org.eclipse.help.base",1403680010862
started,bundle,org.eclipse.help.ui,3.5.0.v20100517,"org.eclipse.help.ui",1403680010889
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1403680011248
error,log,,,"Internal Error",1403680123397
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1403680143282
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1403680143283
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680149194
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1403680149242
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1403680149264
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1403680149267
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1403680149274
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1403680149278
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1403680149384
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1403680149387
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1403680149417
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1403680149420
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1403680149452
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1403680149477
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1403680149688
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1403680150516
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1403680150643
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1403680150659
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1403680150811
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1403680151009
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1403680152054
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1403680152599
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1403680152629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680154560
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1403680162693
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1403680163550
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1403680163553
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1403680164613
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1403680164620
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1403680173220
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680226382
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680226886
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680227643
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680229823
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680231733
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680232310
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680362526
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1403680365926
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1403680366634
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1403680366634
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1403680366863
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1403680366966
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1403680367013
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1403680367084
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680367120
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680367285
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403680370471
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680370598
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680370838
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403680377632
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680380334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680389587
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680390428
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403680391746
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1403680391996
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680400419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680767300
error,log,,,"Core exception while retrieving the content description",1403680769205
error,log,,,"Core exception while retrieving the content description",1403680769208
error,log,,,"Core exception while retrieving the content description",1403680769211
error,log,,,"Core exception while retrieving the content description",1403680769215
error,log,,,"Core exception while retrieving the content description",1403680769218
error,log,,,"Core exception while retrieving the content description",1403680769221
error,log,,,"Core exception while retrieving the content description",1403680769224
error,log,,,"Core exception while retrieving the content description",1403680769228
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1403680769295
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1403680769316
error,log,,,"Core exception while retrieving the content description",1403680769323
error,log,,,"Core exception while retrieving the content description",1403680769327
error,log,,,"Core exception while retrieving the content description",1403680769330
error,log,,,"Core exception while retrieving the content description",1403680769332
error,log,,,"Core exception while retrieving the content description",1403680769336
error,log,,,"Core exception while retrieving the content description",1403680769340
error,log,,,"Core exception while retrieving the content description",1403680769343
error,log,,,"Core exception while retrieving the content description",1403680769346
error,log,,,"Core exception while retrieving the content description",1403680769350
error,log,,,"Core exception while retrieving the content description",1403680769353
error,log,,,"Core exception while retrieving the content description",1403680769356
error,log,,,"Core exception while retrieving the content description",1403680769359
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1403680769377
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1403680769421
error,log,,,"Core exception while retrieving the content description",1403680771431
error,log,,,"Core exception while retrieving the content description",1403680771439
error,log,,,"Core exception while retrieving the content description",1403680771449
error,log,,,"Core exception while retrieving the content description",1403680771457
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680774557
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680782167
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1403680782799
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680786939
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403680789327
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680790458
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1403680791078
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1403680792763
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1403680793754
started,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1403680795886
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680797485
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680806495
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680806553
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680818331
opened,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPDebugOutput",1403680818430
activated,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPDebugOutput",1403680818468
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1403680818526
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1403680818862
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1403680818934
opened,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1403680832092
activated,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1403680832137
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1403680834514
error,log,,,"部件已在页面布局中存在：org.eclipse.debug.ui.PHPStackView。",1403680836842
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403680836938
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1403680837114
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.VariableView",1403680837188
activated,perspective,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui.PHPDebugPerspective",1403680837227
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1403680837241
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1403680837254
executed,command,,,"org.eclipse.php.debug.ui.PHPDebugPerspective",1403680837254
activated,perspective,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.perspective",1403680844699
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1403680844784
executed,command,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.perspective",1403680844784
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403680846608
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1403680846609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680854319
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680921071
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680922382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680928624
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680930321
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680941270
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680942822
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680957959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680958998
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403680992374
opened,view,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.view",1403680992487
activated,view,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.view",1403680992561
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1403681007038
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681009181
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681026104
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681034247
closed,view,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.view",1403681034260
activated,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPDebugOutput",1403681035067
opened,view,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.view",1403681038180
activated,view,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.view",1403681038203
opened,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPBrowserOutput",1403681038346
activated,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPBrowserOutput",1403681038383
activated,perspective,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui.PHPDebugPerspective",1403681046830
activated,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPDebugOutput",1403681046835
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681049736
executed,command,,,"AUTOGEN:::org.eclipse.php.editor.ruler.actions/org.eclipse.php.internal.ui.editor.PhpSelectRulerAction",1403681051205
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681060253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681090654
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1403681092224
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Terminate",1403681092312
activated,view,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.view",1403681092352
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1403681093476
activated,perspective,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.perspective",1403681095743
activated,view,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.debug.ui.PHPBrowserOutput",1403681095746
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1403681095769
executed,command,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.perspective",1403681095769
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681097210
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681106318
